WKT_GEOM,NEW DATASET,ID,OLD DATASET,OLD ID,VERSION,COUNTRY,ACCURACY,START DATE,END DATE,TYPE,TRIGGER,AFFIDABILITY,PSV,DCMV,FATALITIES,INJURIES,NOTES,LINK
POINT (8.884259 44.457842),UGLC,CALC,ITALICA,ITA_2411,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.726601 43.800446),UGLC,CALC,ITALICA,ITA_2412,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.412672 44.297907),UGLC,CALC,ITALICA,ITA_2413,V2 - 2023,Italy,0,2019/11/23,2019/11/23,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.748071 44.435173),UGLC,CALC,ITALICA,ITA_2414,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.511412 44.391629),UGLC,CALC,ITALICA,ITA_2415,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.937623 44.030834),UGLC,CALC,ITALICA,ITA_2416,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.459983 44.365219),UGLC,CALC,ITALICA,ITA_2417,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.442261 44.326718),UGLC,CALC,ITALICA,ITA_2418,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.898149 44.420504),UGLC,CALC,ITALICA,ITA_2419,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.333414 44.337278),UGLC,CALC,ITALICA,ITA_2420,V2 - 2023,Italy,0,2019/11/23,2019/11/23,earth flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.569836 44.384519),UGLC,CALC,ITALICA,ITA_2421,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.559456 44.389676),UGLC,CALC,ITALICA,ITA_2422,V2 - 2023,Italy,0,2019/11/23,2019/11/23,debris flow,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.512701 44.340039),UGLC,CALC,ITALICA,ITA_2423,V2 - 2023,Italy,0,2019/11/23,2019/11/23,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.36636 44.177548),UGLC,CALC,ITALICA,ITA_2424,V2 - 2023,Italy,0,2019/11/24,2019/11/24,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.51049 44.342199),UGLC,CALC,ITALICA,ITA_2425,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.543627 44.341677),UGLC,CALC,ITALICA,ITA_2426,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.70439 44.41434),UGLC,CALC,ITALICA,ITA_2427,V2 - 2023,Italy,0,2019/11/24,2019/11/24,mudslide,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.338441 44.335731),UGLC,CALC,ITALICA,ITA_2428,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.57209 44.37788),UGLC,CALC,ITALICA,ITA_2429,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.336771 44.163829),UGLC,CALC,ITALICA,ITA_2430,V2 - 2023,Italy,0,2019/11/24,2019/11/24,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.519284 44.338308),UGLC,CALC,ITALICA,ITA_2431,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.558779 44.345837),UGLC,CALC,ITALICA,ITA_2432,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.72863 44.423327),UGLC,CALC,ITALICA,ITA_2433,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.512158 44.390097),UGLC,CALC,ITALICA,ITA_2434,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.945813 44.425319),UGLC,CALC,ITALICA,ITA_2435,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.39706 44.347996),UGLC,CALC,ITALICA,ITA_2436,V2 - 2023,Italy,599,2019/11/24,2019/11/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.448767 44.28845),UGLC,CALC,ITALICA,ITA_2437,V2 - 2023,Italy,599,2019/11/24,2019/11/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.890274 44.460165),UGLC,CALC,ITALICA,ITA_2438,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.568837 44.377263),UGLC,CALC,ITALICA,ITA_2439,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.074422 44.378174),UGLC,CALC,ITALICA,ITA_2440,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.524155 44.344395),UGLC,CALC,ITALICA,ITA_2441,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.05449 43.887525),UGLC,CALC,ITALICA,ITA_2442,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.767466 44.457847),UGLC,CALC,ITALICA,ITA_2443,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.235274 44.354318),UGLC,CALC,ITALICA,ITA_2444,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.465374 44.329402),UGLC,CALC,ITALICA,ITA_2445,V2 - 2023,Italy,599,2019/11/24,2019/11/24,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.616086 44.404305),UGLC,CALC,ITALICA,ITA_2446,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.879922 44.458192),UGLC,CALC,ITALICA,ITA_2447,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.884182 44.458851),UGLC,CALC,ITALICA,ITA_2448,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.942015 44.507524),UGLC,CALC,ITALICA,ITA_2449,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.433607 44.294506),UGLC,CALC,ITALICA,ITA_2450,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.901087 44.427307),UGLC,CALC,ITALICA,ITA_2451,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.66632 44.40567),UGLC,CALC,ITALICA,ITA_2452,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.792532 44.436327),UGLC,CALC,ITALICA,ITA_2453,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.542194 43.789842),UGLC,CALC,ITALICA,ITA_2454,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.881249 44.464456),UGLC,CALC,ITALICA,ITA_2455,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.718351 44.224896),UGLC,CALC,ITALICA,ITA_2456,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (8.568387 44.400606),UGLC,CALC,ITALICA,ITA_2457,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.54259 44.402027),UGLC,CALC,ITALICA,ITA_2458,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.406987 44.355694),UGLC,CALC,ITALICA,ITA_2459,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.521405 44.377716),UGLC,CALC,ITALICA,ITA_2460,V2 - 2023,Italy,0,2019/11/24,2019/11/24,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.444291 44.304717),UGLC,CALC,ITALICA,ITA_2461,V2 - 2023,Italy,599,2019/11/25,2019/11/25,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.53316 44.36934),UGLC,CALC,ITALICA,ITA_2462,V2 - 2023,Italy,0,2019/11/25,2019/11/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.718398 43.804375),UGLC,CALC,ITALICA,ITA_2463,V2 - 2023,Italy,0,2019/11/25,2019/11/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.408988 44.37693),UGLC,CALC,ITALICA,ITA_2464,V2 - 2023,Italy,0,2019/11/25,2019/11/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.542867 44.39158),UGLC,CALC,ITALICA,ITA_2465,V2 - 2023,Italy,0,2019/11/25,2019/11/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.557108 44.361149),UGLC,CALC,ITALICA,ITA_2466,V2 - 2023,Italy,0,2019/11/25,2019/11/25,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.539396 44.384976),UGLC,CALC,ITALICA,ITA_2467,V2 - 2023,Italy,0,2019/11/26,2019/11/26,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.30498 44.432314),UGLC,CALC,ITALICA,ITA_2468,V2 - 2023,Italy,1799,2019/11/27,2019/11/27,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.890613 44.504096),UGLC,CALC,ITALICA,ITA_2469,V2 - 2023,Italy,599,2019/11/27,2019/11/27,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.574245 44.403473),UGLC,CALC,ITALICA,ITA_2470,V2 - 2023,Italy,0,2019/11/27,2019/11/27,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (7.89306 44.03238),UGLC,CALC,ITALICA,ITA_2471,V2 - 2023,Italy,1799,2019/11/27,2019/11/27,ND,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.542017 44.385348),UGLC,CALC,ITALICA,ITA_2472,V2 - 2023,Italy,0,2019/11/28,2019/11/28,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.444124 44.329201),UGLC,CALC,ITALICA,ITA_2474,V2 - 2023,Italy,599,2019/11/29,2019/11/29,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.444755 44.329272),UGLC,CALC,ITALICA,ITA_2475,V2 - 2023,Italy,599,2019/11/29,2019/11/29,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.445307 44.329283),UGLC,CALC,ITALICA,ITA_2476,V2 - 2023,Italy,599,2019/11/29,2019/11/29,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.016149 44.431957),UGLC,CALC,ITALICA,ITA_2477,V2 - 2023,Italy,0,2019/11/29,2019/11/29,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.50003 44.391484),UGLC,CALC,ITALICA,ITA_2478,V2 - 2023,Italy,0,2019/11/30,2019/11/30,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.392339 44.183136),UGLC,CALC,ITALICA,ITA_2479,V2 - 2023,Italy,0,2019/11/30,2019/11/30,rock fall,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.390926 44.187151),UGLC,CALC,ITALICA,ITA_2480,V2 - 2023,Italy,1799,2019/11/30,2019/11/30,rock fall,rainfall,9,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.7301 44.445583),UGLC,CALC,ITALICA,ITA_2481,V2 - 2023,Italy,0,2019/12/01,2019/12/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.396914 44.370667),UGLC,CALC,ITALICA,ITA_2482,V2 - 2023,Italy,0,2019/12/01,2019/12/01,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.883244 44.445201),UGLC,CALC,ITALICA,ITA_2483,V2 - 2023,Italy,599,2019/12/01,2019/12/01,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (7.560538 43.799474),UGLC,CALC,ITALICA,ITA_2484,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.898873 44.461203),UGLC,CALC,ITALICA,ITA_2485,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.858662 44.131452),UGLC,CALC,ITALICA,ITA_2487,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (8.574123 44.397311),UGLC,CALC,ITALICA,ITA_2488,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.540172 44.353014),UGLC,CALC,ITALICA,ITA_2489,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.986677 44.406854),UGLC,CALC,ITALICA,ITA_2490,V2 - 2023,Italy,0,2019/12/02,2019/12/02,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.537336 44.404729),UGLC,CALC,ITALICA,ITA_2492,V2 - 2023,Italy,0,2019/12/03,2019/12/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.441355 44.293027),UGLC,CALC,ITALICA,ITA_2493,V2 - 2023,Italy,0,2019/12/03,2019/12/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.511385 44.350763),UGLC,CALC,ITALICA,ITA_2494,V2 - 2023,Italy,0,2019/12/03,2019/12/03,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.519523 44.38111),UGLC,CALC,ITALICA,ITA_2495,V2 - 2023,Italy,0,2019/12/05,2019/12/05,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.549671 44.388921),UGLC,CALC,ITALICA,ITA_2496,V2 - 2023,Italy,0,2019/12/05,2019/12/05,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.344024 44.359584),UGLC,CALC,ITALICA,ITA_2497,V2 - 2023,Italy,599,2019/12/06,2019/12/06,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.871259 44.416904),UGLC,CALC,ITALICA,ITA_2498,V2 - 2023,Italy,599,2019/12/13,2019/12/13,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (9.01638 44.43138),UGLC,CALC,ITALICA,ITA_2499,V2 - 2023,Italy,599,2019/12/15,2019/12/15,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.914155 44.45762),UGLC,CALC,ITALICA,ITA_2500,V2 - 2023,Italy,599,2019/12/17,2019/12/17,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Genova, Liguria, description: ND",Source: ND
POINT (8.399345 44.432835),UGLC,CALC,ITALICA,ITA_2501,V2 - 2023,Italy,0,2019/12/20,2019/12/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (8.4152 44.2682),UGLC,CALC,ITALICA,ITA_2502,V2 - 2023,Italy,0,2019/12/20,2019/12/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
POINT (9.599511 44.385736),UGLC,CALC,ITALICA,ITA_2503,V2 - 2023,Italy,599,2019/12/20,2019/12/20,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:La Spezia, Liguria, description: ND",Source: ND
POINT (7.754675 43.83122),UGLC,CALC,ITALICA,ITA_2504,V2 - 2023,Italy,0,2019/12/20,2019/12/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (7.729752 43.854828),UGLC,CALC,ITALICA,ITA_2505,V2 - 2023,Italy,0,2019/12/20,2019/12/20,ND,rainfall,1,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Imperia, Liguria, description: ND",Source: ND
POINT (8.42197 44.325203),UGLC,CALC,ITALICA,ITA_2506,V2 - 2023,Italy,599,2019/12/20,2019/12/20,ND,rainfall,7,CALC,CALC,ND,ND,"ITAlian rainfall-induced LandslIdes Catalogue - CNR IRPI, locality:Savona, Liguria, description: ND",Source: ND
