,OLD_DATA,START_DATA
869,3/27/2010,2010/03/27
870,6/4/2014,2014/04/06
871,7/26/2006,2006/07/26
872,4/16/2009,2009/04/16
873,8/14/2013,2013/08/14
874,7/19/2006,2006/07/19
875,3/9/2006,2006/09/03
876,6/7/2007,2007/07/06
877,8/14/2013,2013/08/14
878,7/16/2006,2006/07/16
879,5/16/2009,2009/05/16
880,9/26/2007,2007/09/26
881,5/1/2015,2015/01/05
882,5/29/2006,2006/05/29
883,3/10/2011,2011/10/03
884,5/11/2011,2011/11/05
885,8/19/2015,2015/08/19
886,10/2/2011,2011/02/10
887,6/17/2007,2007/06/17
888,6/12/2009,2009/12/06
889,6/27/2010,2010/06/27
890,10/16/2015,2015/10/16
891,6/7/2013,2013/07/06
892,9/12/2008,2008/12/09
893,9/22/2011,2011/09/22
894,6/25/2014,2014/06/25
895,9/4/2012,2012/04/09
896,6/25/2014,2014/06/25
897,9/23/2006,2006/09/23
898,3/14/2013,2013/03/14
899,3/26/2012,2012/03/26
900,8/14/2008,2008/08/14
901,5/3/2013,2013/03/05
902,4/24/2005,2005/04/24
903,4/20/2007,2007/04/20
904,9/22/2012,2012/09/22
905,4/18/2010,2010/04/18
906,3/7/2014,2014/07/03
907,8/18/2015,2015/08/18
908,9/16/2015,2015/09/16
909,10/25/2006,2006/10/25
910,4/11/2008,2008/11/04
911,3/30/2010,2010/03/30
912,5/26/2012,2012/05/26
913,8/30/2011,2011/08/30
914,7/27/2009,2009/07/27
915,7/9/2008,2008/09/07
916,4/2/2007,2007/02/04
917,10/3/2007,2007/03/10
918,4/25/2012,2012/04/25
919,3/5/2014,2014/05/03
920,3/7/2007,2007/07/03
921,4/5/2015,2015/05/04
922,10/3/2013,2013/03/10
923,5/24/2006,2006/05/24
924,10/11/2012,2012/11/10
925,6/15/2010,2010/06/15
926,10/16/2007,2007/10/16
927,5/15/2006,2006/05/15
928,3/3/2016,2016/03/03
929,9/10/2012,2012/10/09
930,3/27/2008,2008/03/27
931,8/1/2010,2010/01/08
932,4/10/2007,2007/10/04
933,3/29/2011,2011/03/29
934,3/31/2015,2015/03/31
935,3/1/2007,2007/01/03
936,7/2/2009,2009/02/07
937,5/15/2009,2009/05/15
938,1/15/2015,2015/01/15
939,10/29/2007,2007/10/29
940,10/26/2015,2015/10/26
941,7/16/2011,2011/07/16
942,3/26/2006,2006/03/26
943,5/31/2013,2013/05/31
944,6/4/2013,2013/04/06
945,3/25/2006,2006/03/25
946,3/15/2006,2006/03/15
947,1/18/2011,2011/01/18
948,11/3/2006,2006/03/11
949,10/3/2015,2015/03/10
950,9/25/2012,2012/09/25
951,6/29/2012,2012/06/29
952,9/22/2006,2006/09/22
953,11/26/2015,2015/11/26
954,5/30/2008,2008/05/30
955,7/26/2011,2011/07/26
956,4/22/2014,2014/04/22
957,9/17/2010,2010/09/17
958,11/1/2007,2007/01/11
959,10/31/2015,2015/10/31
960,10/7/2006,2006/07/10
961,3/31/2011,2011/03/31
962,2/23/2016,2016/02/23
963,6/10/2010,2010/10/06
964,11/21/2014,2014/11/21
965,2/28/2011,2011/02/28
966,3/30/2013,2013/03/30
967,6/15/2011,2011/06/15
968,6/28/2014,2014/06/28
969,5/16/2006,2006/05/16
970,12/16/2007,2007/12/16
971,1/23/2013,2013/01/23
972,7/23/2009,2009/07/23
973,4/25/2006,2006/04/25
974,4/30/2008,2008/04/30
975,3/11/2016,2016/11/03
976,7/13/2011,2011/07/13
977,7/16/2008,2008/07/16
978,8/21/2012,2012/08/21
979,10/11/2014,2014/11/10
980,6/2/2006,2006/02/06
981,5/30/2014,2014/05/30
982,2/6/2007,2007/06/02
983,4/24/2011,2011/04/24
984,6/8/2013,2013/08/06
985,4/27/2008,2008/04/27
986,4/10/2009,2009/10/04
987,7/1/2010,2010/01/07
988,4/30/2014,2014/04/30
989,8/7/2011,2011/07/08
990,3/15/2016,2016/03/15
991,4/18/2005,2005/04/18
992,4/2/2008,2008/02/04
993,12/4/2007,2007/04/12
994,2/28/2015,2015/02/28
995,6/23/2009,2009/06/23
996,10/13/2006,2006/10/13
997,10/27/2015,2015/10/27
998,4/13/2009,2009/04/13
999,9/14/2010,2010/09/14
1000,3/22/2008,2008/03/22
1001,8/31/2006,2006/08/31
1002,4/27/2009,2009/04/27
1003,2/23/2014,2014/02/23
1004,5/29/2012,2012/05/29
1005,4/7/2015,2015/07/04
1006,7/18/2006,2006/07/18
1007,9/12/2007,2007/12/09
1008,6/10/2008,2008/10/06
1009,6/5/2010,2010/05/06
1010,5/16/2014,2014/05/16
1011,4/1/2010,2010/01/04
1012,5/15/2013,2013/05/15
1013,3/21/2010,2010/03/21
1014,10/6/2010,2010/06/10
1015,7/27/2015,2015/07/27
1016,4/22/2012,2012/04/22
1017,9/28/2006,2006/09/28
1018,4/28/2014,2014/04/28
1019,8/25/2010,2010/08/25
1020,3/12/2016,2016/12/03
1021,5/16/2008,2008/05/16
1022,6/9/2007,2007/09/06
1023,5/20/2015,2015/05/20
1024,7/24/2009,2009/07/24
1025,4/9/2008,2008/09/04
1026,9/20/2005,2005/09/20
1027,8/27/2010,2010/08/27
1028,3/24/2015,2015/03/24
1029,4/13/2012,2012/04/13
1030,7/9/2008,2008/09/07
1031,4/22/2009,2009/04/22
1032,3/10/2014,2014/10/03
1033,5/3/2010,2010/03/05
1034,8/2/2015,2015/02/08
1035,4/3/2010,2010/03/04
1036,9/23/2012,2012/09/23
1037,8/31/2010,2010/08/31
1038,5/10/2011,2011/10/05
1039,4/5/2008,2008/05/04
1040,2/27/2008,2008/02/27
1041,2/20/2016,2016/02/20
1042,8/31/2006,2006/08/31
1043,10/29/2011,2011/10/29
1044,5/25/2011,2011/05/25
1045,10/17/2009,2009/10/17
1046,9/8/2013,2013/08/09
1047,5/16/2013,2013/05/16
1048,8/22/2006,2006/08/22
1049,8/28/2012,2012/08/28
1050,2/20/2015,2015/02/20
1051,3/19/2010,2010/03/19
1052,3/1/2007,2007/01/03
1053,5/12/2009,2009/12/05
1054,1/20/2014,2014/01/20
1055,7/7/2014,2014/07/07
1056,8/10/2011,2011/10/08
1057,7/27/2011,2011/07/27
1058,2/21/2010,2010/02/21
1059,4/5/2006,2006/05/04
1060,4/24/2013,2013/04/24
1061,4/4/2013,2013/04/04
1062,4/16/2010,2010/04/16
1063,3/7/2006,2006/07/03
1064,6/1/2008,2008/01/06
1065,3/24/2009,2009/03/24
1066,8/27/2015,2015/08/27
1067,1/8/2015,2015/08/01
1068,10/8/2011,2011/08/10
1069,8/11/2006,2006/11/08
1070,9/6/2013,2013/06/09
1071,7/3/2008,2008/03/07
1072,11/18/2010,2010/11/18
1073,11/10/2012,2012/10/11
1074,4/10/2014,2014/10/04
1075,3/31/2006,2006/03/31
1076,6/24/2011,2011/06/24
1077,10/8/2012,2012/08/10
1078,8/21/2006,2006/08/21
1079,8/19/2006,2006/08/19
1080,2/22/2016,2016/02/22
1081,9/21/2005,2005/09/21
1082,4/28/2015,2015/04/28
1083,4/9/2015,2015/09/04
1084,6/19/2013,2013/06/19
1085,9/15/2005,2005/09/15
1086,1/29/2015,2015/01/29
1087,5/2/2006,2006/02/05
1088,4/9/2015,2015/09/04
1089,7/29/2010,2010/07/29
1090,8/27/2007,2007/08/27
1091,10/14/2012,2012/10/14
1092,8/6/2009,2009/06/08
1093,3/30/2007,2007/03/30
1094,3/2/2016,2016/02/03
1095,10/14/2009,2009/10/14
1096,5/29/2011,2011/05/29
1097,7/18/2008,2008/07/18
1098,7/23/2010,2010/07/23
1099,6/22/2012,2012/06/22
1100,6/22/2014,2014/06/22
1101,3/30/2008,2008/03/30
1102,1/29/2015,2015/01/29
1103,10/7/2007,2007/07/10
1104,3/10/2016,2016/10/03
1105,3/26/2011,2011/03/26
1106,5/19/2015,2015/05/19
1107,3/18/2007,2007/03/18
1108,4/11/2011,2011/11/04
1109,2/21/2016,2016/02/21
1110,4/19/2005,2005/04/19
1111,6/17/2008,2008/06/17
1112,6/13/2013,2013/06/13
1113,8/1/2015,2015/01/08
1114,3/22/2012,2012/03/22
1115,4/29/2006,2006/04/29
1116,5/12/2015,2015/12/05
1117,4/12/2009,2009/12/04
1118,8/7/2010,2010/07/08
1119,9/16/2008,2008/09/16
1120,9/17/2015,2015/09/17
1121,4/9/2014,2014/09/04
1122,5/27/2012,2012/05/27
1123,3/6/2016,2016/06/03
1124,8/10/2006,2006/10/08
1125,10/20/2012,2012/10/20
1126,10/10/2012,2012/10/10
1127,11/4/2014,2014/04/11
1128,10/18/2014,2014/10/18
1129,4/20/2012,2012/04/20
1130,3/14/2007,2007/03/14
1131,5/13/2006,2006/05/13
1132,3/21/2015,2015/03/21
1133,4/21/2005,2005/04/21
1134,3/26/2008,2008/03/26
1135,10/14/2009,2009/10/14
1136,10/4/2015,2015/04/10
1137,5/18/2012,2012/05/18
1138,10/28/2012,2012/10/28
1139,7/21/2012,2012/07/21
1140,4/24/2009,2009/04/24
1141,9/21/2010,2010/09/21
1142,3/4/2008,2008/04/03
1143,10/28/2006,2006/10/28
1144,9/11/2015,2015/11/09
1145,3/17/2014,2014/03/17
1146,10/3/2011,2011/03/10
1147,6/18/2015,2015/06/18
1148,6/9/2006,2006/09/06
1149,4/16/2007,2007/04/16
1150,4/5/2006,2006/05/04
1151,6/24/2007,2007/06/24
1152,3/26/2006,2006/03/26
1153,4/13/2015,2015/04/13
1154,9/29/2008,2008/09/29
1155,10/7/2015,2015/07/10
1156,9/14/2005,2005/09/14
1157,2/28/2007,2007/02/28
1158,9/28/2009,2009/09/28
1159,6/22/2011,2011/06/22
1160,6/5/2007,2007/05/06
1161,3/29/2012,2012/03/29
1162,4/2/2014,2014/02/04
1163,5/4/2006,2006/04/05
1164,3/28/2011,2011/03/28
1165,9/19/2008,2008/09/19
1166,5/21/2010,2010/05/21
1167,8/19/2015,2015/08/19
1168,8/11/2011,2011/11/08
1169,9/14/2011,2011/09/14
1170,5/3/2006,2006/03/05
1171,3/28/2013,2013/03/28
1172,4/24/2012,2012/04/24
1173,2/8/2007,2007/08/02
1174,3/5/2010,2010/05/03
1175,3/16/2008,2008/03/16
1176,7/11/2008,2008/11/07
1177,10/1/2010,2010/01/10
1178,10/16/2014,2014/10/16
1179,9/17/2008,2008/09/17
1180,3/3/2008,2008/03/03
1181,10/29/2006,2006/10/29
1182,4/21/2011,2011/04/21
1183,3/21/2010,2010/03/21
1184,6/26/2014,2014/06/26
1185,2/20/2007,2007/02/20
1186,9/24/2012,2012/09/24
1187,8/22/2014,2014/08/22
1188,4/17/2006,2006/04/17
1189,12/11/2015,2015/11/12
1190,10/7/2011,2011/07/10
1191,4/27/2005,2005/04/27
1192,6/21/2008,2008/06/21
1193,10/19/2007,2007/10/19
1194,5/12/2013,2013/12/05
1195,3/18/2015,2015/03/18
1196,11/26/2014,2014/11/26
1197,4/25/2007,2007/04/25
1198,7/13/2007,2007/07/13
1199,7/28/2009,2009/07/28
1200,10/5/2010,2010/05/10
1201,8/25/2014,2014/08/25
1202,9/11/2007,2007/11/09
1203,3/12/2007,2007/12/03
1204,4/28/2006,2006/04/28
1205,10/21/2012,2012/10/21
1206,3/28/2014,2014/03/28
1207,5/5/2009,2009/05/05
1208,7/7/2015,2015/07/07
1209,9/22/2012,2012/09/22
1210,4/28/2010,2010/04/28
1211,6/14/2005,2005/06/14
1212,10/28/2007,2007/10/28
1213,5/21/2008,2008/05/21
1214,3/8/2011,2011/08/03
1215,3/22/2015,2015/03/22
1216,5/12/2006,2006/12/05
1217,4/17/2015,2015/04/17
1218,9/20/2014,2014/09/20
1219,4/7/2008,2008/07/04
1220,3/15/2007,2007/03/15
1221,6/30/2015,2015/06/30
1222,4/23/2011,2011/04/23
1223,4/4/2006,2006/04/04
1224,4/3/2005,2005/03/04
1225,4/21/2009,2009/04/21
1226,9/5/2014,2014/05/09
1227,8/2/2006,2006/02/08
1228,5/15/2015,2015/05/15
1229,4/17/2010,2010/04/17
1230,2/28/2014,2014/02/28
1231,6/3/2012,2012/03/06
1232,3/1/2014,2014/01/03
1233,9/20/2012,2012/09/20
1234,8/23/2006,2006/08/23
1235,4/23/2007,2007/04/23
1236,6/27/2007,2007/06/27
1237,4/20/2008,2008/04/20
1238,5/4/2014,2014/04/05
1239,4/16/2006,2006/04/16
1240,5/1/2014,2014/01/05
1241,7/8/2015,2015/08/07
1242,9/21/2012,2012/09/21
1243,10/17/2011,2011/10/17
1244,6/11/2015,2015/11/06
1245,4/11/2009,2009/11/04
1246,6/13/2007,2007/06/13
1247,2/25/2014,2014/02/25
1248,3/4/2016,2016/04/03
1249,4/10/2010,2010/10/04
1250,6/24/2009,2009/06/24
1251,2/16/2015,2015/02/16
1252,7/12/2007,2007/12/07
1253,3/16/2011,2011/03/16
1254,3/18/2015,2015/03/18
1255,5/13/2009,2009/05/13
1256,7/29/2006,2006/07/29
1257,9/13/2012,2012/09/13
1258,6/20/2006,2006/06/20
1259,10/29/2015,2015/10/29
1260,4/20/2008,2008/04/20
1261,10/29/2010,2010/10/29
1262,5/28/2009,2009/05/28
1263,3/20/2014,2014/03/20
1264,3/29/2006,2006/03/29
1265,4/20/2013,2013/04/20
1266,6/25/2006,2006/06/25
1267,10/18/2010,2010/10/18
1268,5/9/2006,2006/09/05
1269,6/29/2007,2007/06/29
1270,3/31/2010,2010/03/31
1271,11/6/2014,2014/06/11
1272,4/30/2009,2009/04/30
1273,5/20/2011,2011/05/20
1274,9/1/2005,2005/01/09
1275,4/27/2006,2006/04/27
1276,9/19/2009,2009/09/19
1277,9/8/2008,2008/08/09
1278,4/1/2008,2008/01/04
1279,3/8/2008,2008/08/03
1280,4/3/2014,2014/03/04
1281,5/23/2006,2006/05/23
1282,7/7/2009,2009/07/07
1283,11/9/2008,2008/09/11
1284,7/3/2011,2011/03/07
1285,11/1/2015,2015/01/11
1286,4/16/2012,2012/04/16
1287,8/7/2008,2008/07/08
1288,2/26/2014,2014/02/26
1289,4/9/2006,2006/09/04
1290,6/21/2006,2006/06/21
1291,10/26/2011,2011/10/26
1292,4/29/2011,2011/04/29
1293,7/29/2008,2008/07/29
1294,3/31/2009,2009/03/31
1295,11/7/2014,2014/07/11
1296,8/4/2012,2012/04/08
1297,9/10/2009,2009/10/09
1298,8/20/2008,2008/08/20
1299,6/20/2006,2006/06/20
1300,4/25/2009,2009/04/25
1301,9/11/2012,2012/11/09
1302,7/8/2014,2014/08/07
1303,6/22/2010,2010/06/22
1304,5/7/2013,2013/07/05
1305,3/18/2012,2012/03/18
1306,10/12/2012,2012/12/10
1307,12/31/2015,2015/12/31
1308,11/9/2013,2013/09/11
1309,5/6/2011,2011/06/05
1310,9/26/2015,2015/09/26
1311,4/28/2005,2005/04/28
1312,3/23/2006,2006/03/23
1313,6/24/2011,2011/06/24
1314,2/27/2016,2016/02/27
1315,1/11/2005,2005/11/01
1316,3/22/2014,2014/03/22
1317,5/15/2007,2007/05/15
1318,6/8/2008,2008/08/06
1319,7/8/2009,2009/08/07
1320,5/8/2009,2009/08/05
1321,7/6/2009,2009/06/07
1322,9/14/2007,2007/09/14
1323,8/24/2006,2006/08/24
1324,3/12/2008,2008/12/03
1325,5/4/2008,2008/04/05
1326,4/5/2011,2011/05/04
1327,4/12/2006,2006/12/04
1328,8/17/2015,2015/08/17
1329,1/10/2013,2013/10/01
1330,6/30/2006,2006/06/30
1331,7/23/2015,2015/07/23
1332,9/6/2007,2007/06/09
1333,8/27/2008,2008/08/27
1334,4/11/2010,2010/11/04
1335,3/2/2016,2016/02/03
1336,10/28/2014,2014/10/28
1337,5/20/2010,2010/05/20
1338,4/21/2014,2014/04/21
1339,8/29/2010,2010/08/29
1340,5/31/2007,2007/05/31
1341,6/7/2008,2008/07/06
1342,2/16/2016,2016/02/16
1343,7/31/2011,2011/07/31
1344,9/20/2006,2006/09/20
1345,7/2/2014,2014/02/07
1346,5/19/2009,2009/05/19
1347,4/12/2014,2014/12/04
1348,7/15/2011,2011/07/15
1349,10/28/2013,2013/10/28
1350,5/26/2009,2009/05/26
1351,9/11/2008,2008/11/09
1352,6/16/2010,2010/06/16
1353,4/1/2013,2013/01/04
1354,5/1/2010,2010/01/05
1355,9/10/2010,2010/10/09
1356,6/5/2011,2011/05/06
1357,6/19/2007,2007/06/19
1358,9/23/2010,2010/09/23
1359,3/13/2015,2015/03/13
1360,9/21/2012,2012/09/21
1361,4/12/2014,2014/12/04
1362,4/17/2014,2014/04/17
1363,8/17/2009,2009/08/17
1364,9/1/2010,2010/01/09
1365,3/13/2011,2011/03/13
1366,7/2/2014,2014/02/07
1367,7/15/2010,2010/07/15
1368,6/16/2009,2009/06/16
1369,3/30/2008,2008/03/30
1370,6/30/2009,2009/06/30
1371,7/19/2011,2011/07/19
1372,4/1/2015,2015/01/04
1373,3/27/2011,2011/03/27
1374,4/23/2005,2005/04/23
1375,6/12/2014,2014/12/06
1376,4/16/2008,2008/04/16
1377,3/23/2013,2013/03/23
1378,10/13/2015,2015/10/13
1379,2/28/2014,2014/02/28
1380,10/29/2014,2014/10/29
1381,5/11/2012,2012/11/05
1382,6/17/2007,2007/06/17
1383,9/15/2009,2009/09/15
1384,3/10/2011,2011/10/03
1385,8/29/2008,2008/08/29
1386,7/28/2011,2011/07/28
1387,5/4/2006,2006/04/05
1388,8/10/2009,2009/10/08
1389,4/16/2007,2007/04/16
1390,5/11/2011,2011/11/05
1391,1/15/2008,2008/01/15
1392,6/10/2009,2009/10/06
1393,4/22/2012,2012/04/22
1394,9/23/2015,2015/09/23
1395,3/5/2016,2016/05/03
1396,9/9/2009,2009/09/09
1397,5/26/2011,2011/05/26
1398,4/19/2008,2008/04/19
1399,6/22/2005,2005/06/22
1400,4/3/2008,2008/03/04
1401,5/13/2006,2006/05/13
1402,7/25/2012,2012/07/25
1403,8/12/2014,2014/12/08
1404,9/10/2006,2006/10/09
1405,5/14/2013,2013/05/14
1406,6/12/2006,2006/12/06
1407,3/22/2006,2006/03/22
1408,3/19/2015,2015/03/19
1409,4/26/2005,2005/04/26
1410,8/21/2006,2006/08/21
1411,5/10/2005,2005/10/05
1412,4/23/2012,2012/04/23
1413,4/1/2009,2009/01/04
1414,3/13/2016,2016/03/13
1415,9/21/2006,2006/09/21
1416,8/19/2008,2008/08/19
1417,4/25/2015,2015/04/25
1418,10/21/2009,2009/10/21
1419,10/23/2012,2012/10/23
1420,5/4/2008,2008/04/05
1421,5/14/2008,2008/05/14
1422,9/8/2008,2008/08/09
1423,4/4/2007,2007/04/04
1424,5/1/2007,2007/01/05
1425,6/4/2006,2006/04/06
1426,3/24/2014,2014/03/24
1427,8/4/2010,2010/04/08
1428,6/27/2015,2015/06/27
1429,2/10/2011,2011/10/02
1430,4/24/2010,2010/04/24
1431,10/13/2011,2011/10/13
1432,3/11/2007,2007/11/03
1433,7/8/2007,2007/08/07
1434,3/27/2012,2012/03/27
1435,3/7/2016,2016/07/03
1436,2/7/2012,2012/07/02
1437,7/26/2011,2011/07/26
1438,3/25/2008,2008/03/25
1439,7/26/2010,2010/07/26
1440,8/25/2006,2006/08/25
1441,5/10/2007,2007/10/05
1442,4/23/2015,2015/04/23
1443,4/11/2008,2008/11/04
1444,6/25/2009,2009/06/25
1445,6/2/2009,2009/02/06
1446,6/17/2014,2014/06/17
1447,9/27/2014,2014/09/27
1448,9/24/2009,2009/09/24
1449,4/11/2006,2006/11/04
1450,7/9/2013,2013/09/07
1451,4/21/2013,2013/04/21
1452,10/2/2015,2015/02/10
1453,3/10/2006,2006/10/03
1454,1/17/2011,2011/01/17
1455,11/11/2006,2006/11/11
1456,5/7/2015,2015/07/05
1457,9/29/2012,2012/09/29
1458,9/8/2005,2005/08/09
1459,11/6/2006,2006/06/11
1460,6/23/2008,2008/06/23
1461,4/12/2012,2012/12/04
1462,5/3/2014,2014/03/05
1463,8/4/2006,2006/04/08
1464,7/29/2009,2009/07/29
1465,9/8/2014,2014/08/09
1466,7/22/2011,2011/07/22
1467,4/2/2011,2011/02/04
1468,9/9/2013,2013/09/09
1469,7/26/2013,2013/07/26
1470,4/11/2014,2014/11/04
1471,3/1/2011,2011/01/03
1472,5/19/2013,2013/05/19
1473,4/28/2007,2007/04/28
1474,4/5/2013,2013/05/04
1475,10/30/2012,2012/10/30
1476,4/11/2006,2006/11/04
1477,3/16/2008,2008/03/16
1478,5/27/2012,2012/05/27
1479,7/22/2009,2009/07/22
1480,4/3/2011,2011/03/04
1481,5/4/2012,2012/04/05
1482,3/10/2016,2016/10/03
1483,7/12/2011,2011/12/07
1484,7/16/2014,2014/07/16
1485,8/30/2007,2007/08/30
1486,7/27/2010,2010/07/27
1487,3/20/2006,2006/03/20
1488,5/12/2014,2014/12/05
1489,5/23/2010,2010/05/23
1490,6/3/2014,2014/03/06
1491,5/16/2013,2013/05/16
1492,10/6/2008,2008/06/10
1493,4/4/2008,2008/04/04
1494,10/11/2008,2008/11/10
1495,8/24/2010,2010/08/24
1496,3/28/2008,2008/03/28
1497,4/11/2014,2014/11/04
1498,4/6/2006,2006/06/04
1499,6/1/2009,2009/01/06
1500,8/23/2006,2006/08/23
1501,7/23/2009,2009/07/23
1502,7/25/2007,2007/07/25
1503,9/1/2013,2013/01/09
1504,2/13/2007,2007/02/13
1505,6/8/2007,2007/08/06
1506,4/4/2015,2015/04/04
1507,5/18/2006,2006/05/18
1508,11/2/2013,2013/02/11
1509,9/12/2014,2014/12/09
1510,5/1/2015,2015/01/05
1511,8/13/2007,2007/08/13
1512,6/4/2007,2007/04/06
1513,9/3/2009,2009/03/09
1514,10/26/2010,2010/10/26
1515,9/13/2007,2007/09/13
1516,4/23/2008,2008/04/23
1517,5/10/2007,2007/10/05
1518,6/7/2012,2012/07/06
1519,6/14/2014,2014/06/14
1520,3/23/2012,2012/03/23
1521,3/16/2013,2013/03/16
1522,2/26/2015,2015/02/26
1523,4/9/2009,2009/09/04
1524,7/4/2010,2010/04/07
1525,4/17/2014,2014/04/17
1526,10/23/2011,2011/10/23
1527,9/13/2005,2005/09/13
1528,4/27/2014,2014/04/27
1529,2/24/2014,2014/02/24
1530,2/18/2016,2016/02/18
1531,4/29/2008,2008/04/29
1532,9/26/2007,2007/09/26
1533,6/2/2015,2015/02/06
1534,11/19/2006,2006/11/19
1535,3/20/2011,2011/03/20
1536,8/25/2005,2005/08/25
1537,8/26/2010,2010/08/26
1538,5/30/2011,2011/05/30
1539,6/4/2010,2010/04/06
1540,4/13/2006,2006/04/13
1541,10/9/2009,2009/09/10
1542,3/19/2014,2014/03/19
1543,4/15/2007,2007/04/15
1544,6/13/2015,2015/06/13
1545,4/13/2006,2006/04/13
1546,6/14/2011,2011/06/14
1547,7/28/2010,2010/07/28
1548,11/2/2006,2006/02/11
1549,10/31/2007,2007/10/31
1550,4/2/2012,2012/02/04
1551,2/10/2016,2016/10/02
1552,3/23/2006,2006/03/23
1553,9/23/2012,2012/09/23
1554,5/9/2008,2008/09/05
1555,5/17/2014,2014/05/17
1556,4/16/2014,2014/04/16
1557,5/15/2011,2011/05/15
1558,6/1/2007,2007/01/06
1559,10/22/2010,2010/10/22
1560,3/27/2015,2015/03/27
1561,8/5/2010,2010/05/08
1562,8/3/2009,2009/03/08
1563,5/11/2009,2009/11/05
1564,10/11/2006,2006/11/10
1565,10/3/2011,2011/03/10
1566,9/22/2009,2009/09/22
1567,4/22/2010,2010/04/22
1568,3/31/2007,2007/03/31
1569,5/29/2013,2013/05/29
1570,4/29/2013,2013/04/29
1571,10/22/2007,2007/10/22
1572,9/22/2007,2007/09/22
1573,11/3/2008,2008/03/11
1574,10/6/2015,2015/06/10
1575,3/12/2006,2006/12/03
1576,8/26/2008,2008/08/26
1577,6/1/2011,2011/01/06
1578,10/3/2015,2015/03/10
1579,4/19/2006,2006/04/19
1580,10/19/2005,2005/10/19
1581,3/9/2008,2008/09/03
1582,5/5/2014,2014/05/05
1583,6/8/2006,2006/08/06
1584,4/1/2011,2011/01/04
1585,10/7/2012,2012/07/10
1586,8/19/2006,2006/08/19
1587,8/21/2006,2006/08/21
1588,8/26/2014,2014/08/26
1589,4/8/2005,2005/08/04
1590,4/15/2015,2015/04/15
1591,7/22/2015,2015/07/22
1592,8/25/2013,2013/08/25
1593,9/15/2005,2005/09/15
1594,4/18/2009,2009/04/18
1595,4/11/2015,2015/11/04
1596,7/27/2010,2010/07/27
1597,8/11/2007,2007/11/08
1598,2/28/2014,2014/02/28
1599,7/31/2009,2009/07/31
1600,4/6/2007,2007/06/04
1601,10/31/2009,2009/10/31
1602,9/6/2006,2006/06/09
1603,4/2/2009,2009/02/04
1604,7/15/2008,2008/07/15
1605,9/25/2009,2009/09/25
1606,7/9/2014,2014/09/07
1607,4/19/2007,2007/04/19
1608,1/22/2014,2014/01/22
1609,9/10/2008,2008/10/09
1610,10/15/2015,2015/10/15
1611,10/8/2008,2008/08/10
1612,5/6/2012,2012/06/05
1613,4/14/2008,2008/04/14
1614,3/3/2007,2007/03/03
1615,3/7/2011,2011/07/03
1616,3/27/2015,2015/03/27
1617,9/18/2007,2007/09/18
1618,4/7/2006,2006/07/04
1619,3/22/2011,2011/03/22
1620,4/24/2015,2015/04/24
1621,8/28/2009,2009/08/28
1622,6/6/2006,2006/06/06
1623,7/10/2013,2013/10/07
1624,4/23/2009,2009/04/23
1625,10/14/2012,2012/10/14
1626,6/4/2010,2010/04/06
1627,9/9/2008,2008/09/09
1628,10/24/2010,2010/10/24
1629,4/9/2012,2012/09/04
1630,10/15/2012,2012/10/15
1631,4/6/2013,2013/06/04
1632,6/27/2006,2006/06/27
1633,10/4/2012,2012/04/10
1634,4/6/2010,2010/06/04
1635,10/30/2007,2007/10/30
1636,2/16/2010,2010/02/16
1637,3/15/2015,2015/03/15
1638,8/11/2010,2010/11/08
1639,5/5/2006,2006/05/05
1640,8/31/2005,2005/08/31
1641,4/28/2012,2012/04/28
1642,8/29/2009,2009/08/29
1643,6/20/2008,2008/06/20
1644,6/26/2008,2008/06/26
1645,3/26/2010,2010/03/26
1646,4/8/2014,2014/08/04
1647,7/21/2006,2006/07/21
1648,6/6/2009,2009/06/06
1649,4/5/2005,2005/05/04
1650,5/7/2014,2014/07/05
1651,3/24/2010,2010/03/24
1652,2/14/2016,2016/02/14
1653,10/6/2007,2007/06/10
1654,4/14/2006,2006/04/14
1655,11/6/2013,2013/06/11
1656,7/26/2015,2015/07/26
1657,3/5/2013,2013/05/03
1658,10/3/2006,2006/03/10
1659,5/5/2010,2010/05/05
1660,4/29/2009,2009/04/29
1661,8/25/2010,2010/08/25
1662,8/29/2006,2006/08/29
1663,5/12/2008,2008/12/05
1664,4/21/2009,2009/04/21
1665,4/13/2011,2011/04/13
1666,5/28/2012,2012/05/28
1667,2/28/2016,2016/02/28
1668,5/5/2006,2006/05/05
1669,6/29/2010,2010/06/29
1670,6/2/2011,2011/02/06
1671,6/12/2007,2007/12/06
1672,3/21/2012,2012/03/21
1673,3/10/2015,2015/10/03
1674,12/16/2010,2010/12/16
1675,3/28/2008,2008/03/28
1676,10/5/2009,2009/05/10
1677,8/26/2014,2014/08/26
1678,5/15/2008,2008/05/15
1679,12/2/2006,2006/02/12
1680,3/19/2011,2011/03/19
1681,4/5/2014,2014/05/04
1682,9/15/2011,2011/09/15
1683,9/6/2006,2006/06/09
1684,9/27/2009,2009/09/27
1685,3/11/2014,2014/11/03
1686,6/1/2013,2013/01/06
1687,9/7/2014,2014/07/09
1688,3/30/2010,2010/03/30
1689,1/15/2015,2015/01/15
1690,4/9/2011,2011/09/04
1691,3/8/2013,2013/08/03
1692,8/14/2014,2014/08/14
1693,3/11/2013,2013/11/03
1694,11/16/2006,2006/11/16
1695,4/15/2011,2011/04/15
1696,7/30/2008,2008/07/30
1697,4/8/2010,2010/08/04
1698,2/6/2016,2016/06/02
